epoch,accuracy_train_before,accuracy_val_before,accuracy_test_before,accuracy_train_after,accuracy_val_after,accuracy_test_after
0,0.0,0.0,1.8324607610702515,0.0,0.0,92.2774887084961
1,0.0,0.0,10.7421875,0.0,0.0,72.00520324707031
2,0.0,0.0,9.545454025268555,0.0,0.0,75.45454406738281
3,0.0,0.0,52.70935821533203,0.0,0.0,82.26600646972656
4,0.0,0.0,0.30165913701057434,0.0,0.0,91.10105895996094
5,0.0,0.0,46.0691032409668,0.0,0.0,92.28843688964844
6,0.0,0.0,32.704402923583984,0.0,0.0,50.943397521972656
7,0.0,0.0,0.0,0.0,0.0,86.04026794433594
8,0.0,0.0,2.156334161758423,0.0,0.0,68.01437377929688
9,0.0,0.0,2.25,0.0,0.0,53.125
10,0.0,0.0,0.0,0.0,0.0,93.43707275390625
11,0.0,0.0,0.5505505204200745,0.0,0.0,79.32933044433594
12,0.0,0.0,0.13315579295158386,0.0,0.0,54.86018753051758
13,0.0,0.0,0.40816324949264526,0.0,0.0,94.69387817382812
14,0.0,0.0,55.45171356201172,0.0,0.0,86.29283142089844
15,0.0,0.0,3.070866107940674,0.0,0.0,93.93701171875
16,0.0,0.0,63.40482711791992,0.0,0.0,84.5844497680664
17,0.0,0.0,1.7429193258285522,0.0,0.0,68.26434326171875
18,0.0,0.0,0.5623242855072021,0.0,0.0,96.90721893310547
19,0.0,0.0,10.253456115722656,0.0,0.0,92.16590118408203
20,0.0,0.0,21.535181045532227,0.0,0.0,55.54370880126953
21,0.0,0.0,46.54895782470703,0.0,0.0,69.98394775390625
22,0.0,0.0,3.472222328186035,0.0,0.0,91.94444274902344
23,0.0,0.0,2.756892204284668,0.0,0.0,81.70426177978516
24,0.0,0.0,25.56818199157715,0.0,0.0,87.78409576416016
25,0.0,0.0,2.1365294456481934,0.0,0.0,82.17821502685547
26,0.0,0.0,0.8783783912658691,0.0,0.0,78.04054260253906
27,0.0,0.0,0.0,0.0,0.0,86.7809066772461
28,0.0,0.0,72.28571319580078,0.0,0.0,88.28571319580078
29,0.0,0.0,13.410404205322266,0.0,0.0,35.83815002441406
30,0.0,0.0,85.91816711425781,0.0,0.0,93.52996826171875
31,0.0,0.0,0.5606524348258972,0.0,0.0,89.39857482910156
32,0.0,0.0,19.683656692504883,0.0,0.0,73.6379623413086
33,0.0,0.0,8.004158020019531,0.0,0.0,62.05821228027344
34,0.0,0.0,7.443819999694824,0.0,0.0,79.07303619384766
35,0.0,0.0,0.0,0.0,0.0,96.57283020019531
36,0.0,0.0,0.3636363744735718,0.0,0.0,96.90909576416016
37,0.0,0.0,55.69947814941406,0.0,0.0,92.22797393798828
38,0.0,0.0,10.51136302947998,0.0,0.0,92.04545593261719
39,0.0,0.0,22.711864471435547,0.0,0.0,79.93219757080078
40,0.0,0.0,9.27374267578125,0.0,0.0,84.46927642822266
41,0.0,0.0,24.910608291625977,0.0,0.0,83.55184936523438
42,0.0,0.0,35.29411697387695,0.0,0.0,67.11229705810547
43,0.0,0.0,52.23068618774414,0.0,0.0,81.7192611694336
44,0.0,0.0,64.12337493896484,0.0,0.0,95.53571319580078
45,0.0,0.0,1.2216404676437378,0.0,0.0,88.83071899414062
46,0.0,0.0,23.037715911865234,0.0,0.0,91.08052825927734
47,0.0,0.0,3.2051284313201904,0.0,0.0,93.80342102050781
48,0.0,0.0,3.7080633640289307,0.0,0.0,93.93761444091797
49,0.0,0.0,18.700786590576172,0.0,0.0,92.02755737304688
50,0.0,0.0,2.082057476043701,0.0,0.0,75.68891906738281
51,0.0,0.0,31.428571701049805,0.0,0.0,94.55782318115234
52,0.0,0.0,2.48962664604187,0.0,0.0,96.26556396484375
53,0.0,0.0,1.8410851955413818,0.0,0.0,91.37596893310547
54,0.0,0.0,0.39619648456573486,0.0,0.0,58.39936828613281
55,0.0,0.0,7.2884016036987305,0.0,0.0,59.952980041503906
56,0.0,0.0,11.487303733825684,0.0,0.0,80.53204345703125
57,0.0,0.0,30.840164184570312,0.0,0.0,73.4631118774414
58,0.0,0.0,16.09058380126953,0.0,0.0,53.99285125732422
59,0.0,0.0,2.108433723449707,0.0,0.0,86.74699401855469
60,0.0,0.0,2.1459226608276367,0.0,0.0,77.59657287597656
61,0.0,0.0,4.652532577514648,0.0,0.0,93.58068084716797
62,0.0,0.0,11.567164421081543,0.0,0.0,90.29850769042969
63,0.0,0.0,9.774965286254883,0.0,0.0,79.18424987792969
64,0.0,0.0,36.20689392089844,0.0,0.0,93.43185424804688
65,0.0,0.0,1.1970534324645996,0.0,0.0,91.06814575195312
66,0.0,0.0,16.39698028564453,0.0,0.0,74.54153442382812
67,0.0,0.0,18.73935317993164,0.0,0.0,87.64906311035156
68,0.0,0.0,5.100671291351318,0.0,0.0,91.54362487792969
69,0.0,0.0,11.036225318908691,0.0,0.0,82.98230743408203
70,0.0,0.0,22.5779972076416,0.0,0.0,93.185546875
71,0.0,0.0,17.744705200195312,0.0,0.0,96.73726654052734
72,0.0,0.0,5.408970832824707,0.0,0.0,92.61213684082031
73,0.0,0.0,11.517165184020996,0.0,0.0,74.08638000488281
74,0.0,0.0,1.4720314741134644,0.0,0.0,73.79783630371094
75,0.0,0.0,4.205946445465088,0.0,0.0,96.30166625976562
76,0.0,0.0,10.453460693359375,0.0,0.0,87.25537109375
77,0.0,0.0,3.121387243270874,0.0,0.0,83.58381652832031
78,0.0,0.0,31.10026741027832,0.0,0.0,90.19520568847656
79,0.0,0.0,33.05024719238281,0.0,0.0,91.08280181884766
80,0.0,0.0,16.504854202270508,0.0,0.0,61.92017364501953
81,0.0,0.0,7.95377254486084,0.0,0.0,86.33582305908203
82,0.0,0.0,3.6199097633361816,0.0,0.0,86.95323944091797
83,0.0,0.0,4.603330135345459,0.0,0.0,96.27816009521484
84,0.0,0.0,0.5242463946342468,0.0,0.0,85.05897521972656
85,0.0,0.0,48.70881271362305,0.0,0.0,97.06144714355469
86,0.0,0.0,18.005538940429688,0.0,0.0,69.52908325195312
87,0.0,0.0,29.787233352661133,0.0,0.0,94.99374389648438
88,0.0,0.0,6.003937244415283,0.0,0.0,91.43700408935547
89,0.0,0.0,12.6953125,0.0,0.0,85.15625
90,0.0,0.0,55.491329193115234,0.0,0.0,81.34524536132812
91,0.0,0.0,5.874316692352295,0.0,0.0,96.17486572265625
92,0.0,0.0,60.09811782836914,0.0,0.0,94.1946029663086
93,0.0,0.0,8.900524139404297,0.0,0.0,94.10994720458984
94,0.0,0.0,30.44368553161621,0.0,0.0,95.35836029052734
95,0.0,0.0,15.240989685058594,0.0,0.0,91.7933120727539
96,0.0,0.0,3.6115567684173584,0.0,0.0,73.03370666503906
97,0.0,0.0,32.59259033203125,0.0,0.0,88.14814758300781
98,0.0,0.0,10.256410598754883,0.0,0.0,94.23077392578125
99,0.0,0.0,13.114753723144531,0.0,0.0,96.44808959960938
