epoch,accuracy_train_before,accuracy_val_before,accuracy_test_before,accuracy_train_after,accuracy_val_after,accuracy_test_after
65,0.0,0.0,1.0128912925720215,0.0,0.0,90.69981384277344
66,0.0,0.0,17.259977340698242,0.0,0.0,67.31391906738281
67,0.0,0.0,30.57921600341797,0.0,0.0,87.47870635986328
68,0.0,0.0,20.402685165405273,0.0,0.0,90.46980285644531
69,0.0,0.0,5.307497978210449,0.0,0.0,70.76663970947266
70,0.0,0.0,22.003284454345703,0.0,0.0,91.37931060791016
71,0.0,0.0,48.48311233520508,0.0,0.0,95.76416778564453
72,0.0,0.0,7.915567398071289,0.0,0.0,92.34828186035156
73,0.0,0.0,11.18493938446045,0.0,0.0,49.169437408447266
74,0.0,0.0,2.1589794158935547,0.0,0.0,68.6948013305664
75,0.0,0.0,4.350978851318359,0.0,0.0,94.99637603759766
76,0.0,0.0,8.305489540100098,0.0,0.0,86.06204986572266
77,0.0,0.0,5.086705207824707,0.0,0.0,78.38150024414062
78,0.0,0.0,29.68056869506836,0.0,0.0,82.29813385009766
79,0.0,0.0,28.45010757446289,0.0,0.0,89.45506286621094
80,0.0,0.0,13.484358787536621,0.0,0.0,49.51456069946289
81,0.0,0.0,3.3310673236846924,0.0,0.0,83.6845703125
82,0.0,0.0,2.4132730960845947,0.0,0.0,87.55655670166016
83,0.0,0.0,7.639569282531738,0.0,0.0,94.51518249511719
84,0.0,0.0,1.1140235662460327,0.0,0.0,84.07601928710938
85,0.0,0.0,73.55298614501953,0.0,0.0,97.1504898071289
86,0.0,0.0,6.371191024780273,0.0,0.0,76.45429229736328
87,0.0,0.0,31.038799285888672,0.0,0.0,90.92615509033203
88,0.0,0.0,31.10236167907715,0.0,0.0,90.64960479736328
89,0.0,0.0,8.723958969116211,0.0,0.0,84.765625
90,0.0,0.0,63.32107162475586,0.0,0.0,82.02837371826172
91,0.0,0.0,13.524590492248535,0.0,0.0,95.42349243164062
92,0.0,0.0,54.37448501586914,0.0,0.0,87.2444839477539
93,0.0,0.0,3.664921522140503,0.0,0.0,93.19371795654297
94,0.0,0.0,26.552900314331055,0.0,0.0,95.22183990478516
95,0.0,0.0,13.113329887390137,0.0,0.0,82.80503845214844
96,0.0,0.0,3.852327585220337,0.0,0.0,67.01444244384766
97,0.0,0.0,41.203704833984375,0.0,0.0,82.40740966796875
98,0.0,0.0,8.7606840133667,0.0,0.0,91.66667175292969
99,0.0,0.0,15.983607292175293,0.0,0.0,95.9699478149414
